NAME,Rarity Sum
Protardio #880,342.20000000000005
Protardio #804,342.20000000000005
Protardio #761,342.20000000000005
Protardio #15,342.3
Protardio #853,342.40000000000003
Protardio #309,342.4000000000001
Protardio #474,342.5
Protardio #871,342.5
Protardio #245,342.50000000000006
Protardio #344,342.59999999999997
Protardio #805,342.6
Protardio #46,342.6
Protardio #559,342.6000000000001
Protardio #30,342.6000000000001
Protardio #194,342.70000000000005
Protardio #918,342.8
Protardio #372,342.8
Protardio #822,342.80000000000007
Protardio #117,342.9
Protardio #908,343
Protardio #903,343.1
Protardio #863,343.1
Protardio #80,343.2
Protardio #421,343.2
Protardio #300,343.20000000000005
Protardio #824,343.29999999999995
Protardio #657,343.30000000000007
Protardio #926,343.30000000000007
Protardio #882,343.4
Protardio #483,343.4
Protardio #862,343.40000000000003
Protardio #110,343.40000000000003
Protardio #24,343.40000000000003
Protardio #974,343.70000000000005
Protardio #852,344.00000000000006
Protardio #186,344.1
Protardio #467,344.1
Protardio #577,344.1
Protardio #289,344.19999999999993
Protardio #958,344.2
Protardio #367,344.2
Protardio #426,344.29999999999995
Protardio #505,344.3
Protardio #366,344.3
Protardio #351,344.3
Protardio #119,344.49999999999994
Protardio #396,344.50000000000006
Protardio #945,344.5999999999999
Protardio #381,344.59999999999997
Protardio #963,344.6
Protardio #927,344.6
Protardio #562,344.6
Protardio #600,344.7
Protardio #936,344.7
Protardio #9,344.70000000000005
Protardio #378,344.79999999999995
Protardio #264,344.80000000000007
Protardio #337,344.80000000000007
Protardio #416,344.9
Protardio #318,344.90000000000003
Protardio #845,345
Protardio #599,345
Protardio #270,345.1
Protardio #554,345.1
Protardio #231,345.1000000000001
Protardio #414,345.19999999999993
Protardio #943,345.3
Protardio #262,345.30000000000007
Protardio #148,345.4
Protardio #249,345.40000000000003
Protardio #786,345.40000000000003
Protardio #158,345.50000000000006
Protardio #303,345.6
Protardio #715,345.7
Protardio #901,345.7
Protardio #463,345.70000000000005
Protardio #385,345.9
Protardio #466,345.90000000000003
Protardio #785,345.90000000000003
Protardio #719,346.1
Protardio #153,346.1
Protardio #919,346.29999999999995
Protardio #769,346.30000000000007
Protardio #89,346.30000000000007
Protardio #556,346.4
Protardio #964,346.5
Protardio #349,346.5
Protardio #696,346.6
Protardio #293,346.6
Protardio #67,346.6
Protardio #273,346.80000000000007
Protardio #988,347
Protardio #795,347
Protardio #196,347.1
Protardio #490,347.4
Protardio #524,347.4
Protardio #725,347.49999999999994
Protardio #771,347.5
Protardio #851,347.7
Protardio #755,347.79999999999995
Protardio #934,347.8
Protardio #376,347.80000000000007
Protardio #589,348.2
Protardio #634,348.20000000000005
Protardio #170,348.30000000000007
Protardio #767,348.5
Protardio #224,348.5
Protardio #983,348.70000000000005
Protardio #986,348.90000000000003
Protardio #510,349.6
Protardio #536,349.70000000000005
Protardio #707,350.00000000000006
Protardio #267,350.1
Protardio #794,350.2
Protardio #973,350.6
Protardio #578,351.90000000000003
Protardio #377,352.20000000000005
Protardio #91,353.80000000000007
Protardio #18,354
